terrain,position,pos_key,dist_mm,lights,lighting,exposure_ms,phase_deg,mean_dn,std_dn,frac_dark,frac_sat,coverage,med_err_mm,p75_err_mm,p95_err_mm,n_valid
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_270,256,11.24,1076.94,1328.01,0.0066,0.129,0.7152,36.57,79.58,329.2,956490
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_270,32,11.24,172.85,259.15,0.3654,0.0,0.6919,41.4,92.45,359.78,925345
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_270,512,11.24,1538.17,1404.95,0.0,0.1884,0.676,29.08,56.71,253.54,904030
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_270,64,11.24,345.7,517.98,0.2286,0.0,0.7107,42.18,96.59,384.22,950406
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_30,1024,104.12,994.87,1123.48,0.0,0.051,0.7476,16.34,37.24,76.5,999757
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_30,128,104.12,137.17,186.04,0.464,0.0,0.673,15.0,40.03,117.58,899975
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_30,2048,104.12,1610.63,1450.69,0.0,0.1598,0.738,17.26,37.75,89.87,986974
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_30,256,104.12,273.91,366.11,0.1698,0.0002,0.6826,15.03,39.08,108.62,912868
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_30,32,104.12,34.29,46.25,0.7183,0.0,0.632,14.68,40.6,130.24,845191
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_30,512,104.12,543.94,714.35,0.0017,0.0025,0.6955,15.3,39.15,103.28,930116
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_30,64,104.12,68.58,93.03,0.566,0.0,0.6515,14.76,40.37,113.42,871217
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_350,1024,69.99,996.74,1137.61,0.0,0.0382,0.7689,14.31,35.16,85.48,1028235
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_350,128,69.99,128.85,156.3,0.4819,0.0,0.7003,14.48,37.94,138.32,936462
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_350,2048,69.99,1611.07,1523.62,0.0,0.188,0.7832,17.56,38.4,83.32,1047441
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_350,256,69.99,258.32,313.54,0.2797,0.0,0.7127,14.26,36.63,118.25,953130
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_350,32,69.99,32.21,38.71,0.7102,0.0,0.6455,14.23,37.2,135.69,863242
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_350,512,69.99,516.41,623.86,0.0319,0.0003,0.7397,14.29,35.61,110.05,989271
Terrain11_FreshCrater,PosC_1500_Loff,PosC,1500,Loff,Sun_350,64,69.99,64.32,77.82,0.5668,0.0,0.6735,14.48,38.03,146.12,900714
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,1024,,46.0,44.87,0.5724,0.0,0.3618,21.94,61.44,643.67,483807
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,128,,6.15,5.72,0.9995,0.0,0.0792,,,,105900
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,2048,,91.85,89.96,0.3878,0.0,0.4979,18.97,53.69,417.57,665803
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,256,,11.82,11.27,0.983,0.0,0.1273,,,,170223
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,32,,1.92,1.66,1.0,0.0,0.0219,,,,29330
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,4096,,183.81,180.23,0.2762,0.0,0.6133,18.18,47.35,331.62,820164
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,512,,23.16,22.42,0.7993,0.0,0.2114,31.82,97.81,821.59,282690
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,64,,3.33,2.98,1.0,0.0,0.0477,,,,63851
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,NoSun,8192,,367.72,360.33,0.1621,0.0,0.6621,17.71,41.94,244.91,885434
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_180,1024,105.1,1025.81,1066.35,0.0,0.0326,0.7718,15.78,30.8,75.72,1032134
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_180,128,105.1,139.95,205.44,0.3924,0.0001,0.7571,17.49,33.82,86.03,1012476
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_180,2048,105.1,1705.03,1415.11,0.0,0.1621,0.7466,14.67,32.34,106.55,998466
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_180,256,105.1,277.04,369.61,0.1142,0.0024,0.7683,17.19,33.09,83.65,1027430
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_180,32,105.1,35.19,51.66,0.7104,0.0,0.7209,18.1,35.38,100.61,964091
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_180,512,105.1,539.08,630.49,0.0111,0.0058,0.7706,16.82,32.3,79.49,1030579
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_180,64,105.1,69.98,103.27,0.5241,0.0,0.7434,17.99,34.79,98.74,994135
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_270,1024,11.24,2249.11,1450.67,0.0,0.2736,0.6061,25.65,45.93,145.82,810588
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_270,128,11.24,695.15,1025.73,0.0484,0.0003,0.7045,40.01,88.29,351.51,942141
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_270,2048,11.24,2963.81,1347.47,0.0,0.5123,0.5056,35.89,69.45,273.83,676108
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_270,256,11.24,1090.95,1327.81,0.0016,0.1298,0.7044,34.08,72.21,285.51,941975
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_270,32,11.24,174.92,260.06,0.3606,0.0,0.6912,40.79,92.77,361.0,924359
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_270,512,11.24,1560.17,1400.18,0.0,0.1895,0.6672,26.4,51.99,211.71,892315
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_270,64,11.24,350.53,520.78,0.199,0.0,0.6923,39.41,85.85,341.22,925878
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_30,1024,104.12,1028.56,1111.61,0.0,0.0506,0.7564,15.28,34.98,75.02,1011519
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_30,128,104.12,140.67,182.7,0.4189,0.0,0.6737,14.23,38.25,119.75,900892
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_30,2048,104.12,1675.74,1426.55,0.0,0.1627,0.7453,15.98,36.46,89.19,996761
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_30,256,104.12,280.84,359.53,0.0725,0.0002,0.6858,14.16,37.63,112.08,917189
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_30,32,104.12,35.22,45.43,0.7093,0.0,0.628,13.7,37.91,119.49,839774
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_30,512,104.12,559.45,703.93,0.0016,0.002,0.6961,14.43,36.88,96.89,930909
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_30,64,104.12,70.35,91.36,0.557,0.0,0.6527,13.87,37.63,119.54,872898
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_350,1024,69.99,1039.21,1139.33,0.0,0.0394,0.7753,13.68,34.3,88.68,1036855
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_350,128,69.99,134.35,156.98,0.4569,0.0,0.696,13.74,36.21,140.03,930785
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_350,2048,69.99,1679.45,1507.41,0.0,0.1949,0.7868,17.16,37.74,85.31,1052136
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_350,256,69.99,268.87,314.36,0.1596,0.0,0.7157,13.72,36.19,134.55,957122
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_350,32,69.99,33.63,38.96,0.6978,0.0,0.6408,13.35,35.41,132.07,856896
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_350,512,69.99,537.08,624.75,0.0163,0.0003,0.7388,13.52,34.77,120.47,988034
Terrain11_FreshCrater,PosC_1500_Lon,PosC,1500,Lon,Sun_350,64,69.99,67.13,78.26,0.5591,0.0,0.6716,13.7,37.05,142.83,898140
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,1024,,1.29,1.07,1.0,0.0,0.0017,,,,2656
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,128,,0.61,0.81,1.0,0.0,0.0004,,,,620
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,2048,,2.05,1.57,1.0,0.0,0.0016,,,,2443
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,256,,0.7,0.82,1.0,0.0,0.0014,,,,2193
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,32,,0.55,0.8,1.0,0.0,0.0007,,,,1083
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,4096,,3.57,2.75,0.9999,0.0,0.0015,,,,2329
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,512,,0.9,0.88,1.0,0.0,0.0014,,,,2215
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,64,,0.57,0.8,1.0,0.0,0.001,,,,1500
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,NoSun,8192,,6.65,5.2,0.9995,0.0,0.0049,,,,7620
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_180,1024,174.79,1575.48,1145.1,0.0,0.083,0.5091,20.47,33.87,119.74,796812
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_180,128,174.79,224.29,272.13,0.0057,0.0015,0.5324,21.2,35.26,97.36,833342
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_180,2048,174.79,2493.69,1215.92,0.0,0.273,0.4715,21.24,37.33,250.75,738034
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_180,256,174.79,441.16,451.51,0.0,0.0027,0.5373,21.12,35.21,102.5,840999
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_180,32,174.79,56.75,81.42,0.5641,0.0,0.5212,21.34,35.86,97.1,815761
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_180,512,174.79,857.75,768.28,0.0,0.0128,0.5338,21.01,34.78,100.73,835526
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_180,64,174.79,113.51,161.65,0.2331,0.0,0.5303,21.44,36.03,106.39,830018
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_270,1024,91.35,695.06,884.27,0.0011,0.0183,0.7524,13.4,29.36,78.0,1177631
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_270,128,91.35,91.52,139.99,0.5178,0.0,0.713,13.15,30.39,90.0,1115923
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_270,2048,91.35,1219.41,1294.97,0.0,0.0827,0.7853,12.97,30.05,71.34,1229186
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_270,256,91.35,183.05,277.67,0.4304,0.0006,0.729,13.34,30.04,83.01,1141060
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_270,32,91.35,22.99,34.78,0.8242,0.0,0.6576,12.34,30.13,90.08,1029286
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_270,512,91.35,361.36,508.22,0.1738,0.0026,0.7418,13.39,30.14,81.11,1161075
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_270,64,91.35,45.71,69.79,0.6379,0.0,0.6902,12.91,30.75,86.94,1080306
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_30,1024,24.01,2352.6,1449.43,0.0,0.2924,0.6698,19.38,35.63,89.12,1048278
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_30,128,24.01,537.31,801.1,0.0777,0.022,0.7749,24.25,54.82,257.9,1212895
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_30,2048,24.01,3060.33,1335.64,0.0,0.5406,0.6022,28.79,49.22,155.62,942598
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_30,256,24.01,917.36,1037.36,0.0029,0.0644,0.7681,21.29,44.49,219.17,1202174
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_30,32,24.01,138.62,221.74,0.3216,0.0,0.7669,25.82,59.23,264.48,1200320
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_30,512,24.01,1509.15,1234.21,0.0,0.0935,0.7171,17.98,35.04,126.94,1122455
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_30,64,24.01,277.29,441.41,0.1762,0.0,0.7791,26.14,61.0,270.8,1219484
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_350,1024,10.12,2248.43,1452.97,0.0,0.2705,0.5892,24.15,39.65,87.16,922146
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_350,128,10.12,656.16,1057.11,0.045,0.0596,0.6835,35.67,75.75,344.47,1069752
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_350,2048,10.12,2963.07,1352.13,0.0,0.5123,0.5103,32.49,55.68,194.26,798724
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_350,256,10.12,1001.95,1220.86,0.0001,0.0908,0.6456,27.72,51.11,240.34,1010465
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_350,32,10.12,168.36,279.47,0.3674,0.0,0.6561,35.96,72.26,326.32,1026865
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_350,512,10.12,1497.41,1320.5,0.0,0.1483,0.602,22.86,39.01,92.76,942205
Terrain12_OldCrater,PosA_1500_Loff,PosA,1500,Loff,Sun_350,64,10.12,336.37,556.84,0.2024,0.0,0.6646,35.54,71.92,320.9,1040239
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,1024,,51.66,50.51,0.5315,0.0,0.5205,14.1,37.91,163.85,814672
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,128,,6.85,6.41,0.9991,0.0,0.1096,,,,171557
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,2048,,103.24,101.27,0.3499,0.0,0.6407,13.64,34.03,108.64,1002772
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,256,,13.22,12.65,0.9629,0.0,0.2037,22.54,63.56,366.92,318846
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,32,,2.1,1.81,1.0,0.0,0.0282,,,,44111
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,4096,,206.58,202.81,0.2319,0.0,0.6991,14.04,33.76,103.87,1094200
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,512,,25.99,25.22,0.7703,0.0,0.3588,17.16,48.12,269.91,561633
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,64,,3.67,3.3,1.0,0.0,0.0532,,,,83243
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,NoSun,8192,,413.2,404.93,0.1229,0.0,0.738,13.93,32.97,96.28,1155021
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_180,1024,174.79,1622.88,1142.46,0.0,0.0866,0.5056,18.81,31.5,110.18,791276
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_180,128,174.79,230.44,272.83,0.0049,0.0015,0.5359,19.75,33.24,99.43,838749
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_180,2048,174.79,2559.26,1189.13,0.0,0.283,0.4714,19.85,35.71,304.74,737889
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_180,256,174.79,453.94,453.48,0.0,0.0028,0.5378,19.64,33.03,94.55,841811
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_180,32,174.79,58.34,81.69,0.547,0.0,0.5198,19.71,33.5,94.9,813624
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_180,512,174.79,883.84,770.96,0.0,0.0131,0.532,19.32,32.36,94.61,832689
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_180,64,174.79,116.74,162.35,0.1976,0.0,0.5296,19.87,33.52,96.4,828882
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_270,1024,91.35,746.89,880.76,0.0002,0.0188,0.765,11.7,27.41,77.64,1197414
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_270,128,91.35,97.99,139.75,0.4924,0.0,0.7202,11.6,28.79,90.59,1127221
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_270,2048,91.35,1315.97,1280.02,0.0,0.0861,0.8016,11.36,27.77,68.85,1254661
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_270,256,91.35,195.92,276.98,0.2935,0.0006,0.7383,11.67,27.91,82.72,1155522
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_270,32,91.35,24.61,34.71,0.8138,0.0,0.6803,11.21,29.15,91.13,1064805
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_270,512,91.35,387.62,507.39,0.0741,0.0027,0.7515,11.81,27.92,82.05,1176265
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_270,64,91.35,48.96,69.69,0.6078,0.0,0.7023,11.47,28.96,91.35,1099203
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_30,1024,24.01,2385.08,1437.16,0.0,0.2998,0.6631,17.45,32.48,80.12,1037925
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_30,128,24.01,545.57,805.38,0.063,0.0226,0.7739,22.23,51.65,253.46,1211248
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_30,2048,24.01,3097.96,1300.61,0.0,0.5469,0.5903,26.42,46.47,159.42,923855
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_30,256,24.01,932.1,1039.89,0.0014,0.0656,0.7576,19.01,39.59,209.24,1185814
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_30,32,24.01,140.98,223.63,0.3152,0.0,0.7655,23.92,55.79,255.26,1198080
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_30,512,24.01,1533.14,1234.23,0.0,0.0949,0.7169,16.3,32.22,123.66,1122036
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_30,64,24.01,281.66,444.62,0.1624,0.0,0.7772,24.07,58.21,266.22,1216389
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_350,1024,10.12,2285.82,1437.95,0.0,0.2768,0.5873,22.32,37.58,89.66,919169
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_350,128,10.12,665.28,1061.14,0.0264,0.0609,0.6759,32.59,70.23,349.16,1057865
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_350,2048,10.12,3010.47,1309.9,0.0,0.5194,0.5022,30.84,55.48,211.7,785958
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_350,256,10.12,1018.05,1223.4,0.0,0.0919,0.6333,24.78,46.04,195.25,991165
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_350,32,10.12,171.25,282.09,0.3602,0.0,0.6668,34.01,73.94,342.8,1043639
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_350,512,10.12,1522.9,1316.45,0.0,0.1496,0.601,20.87,36.4,90.96,940619
Terrain12_OldCrater,PosA_1500_Lon,PosA,1500,Lon,Sun_350,64,10.12,341.7,561.26,0.1827,0.0,0.6756,33.81,74.4,356.91,1057368
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,1024,,1.54,1.13,1.0,0.0,0.0052,,,,1391
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,128,,0.67,0.81,1.0,0.0,0.0,,,,0
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,2048,,2.55,1.71,1.0,0.0,0.0041,,,,1119
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,256,,0.79,0.84,1.0,0.0,0.0016,,,,435
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,32,,0.57,0.8,1.0,0.0,0.0008,,,,212
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,4096,,4.58,3.02,0.9998,0.0,0.0083,,,,2225
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,512,,1.04,0.91,1.0,0.0,0.0005,,,,148
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,64,,0.6,0.81,1.0,0.0,0.0019,,,,503
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,NoSun,8192,,8.62,5.65,0.9988,0.0,0.0109,,,,2939
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_180,1024,173.93,813.54,911.26,0.0,0.0291,0.6587,60.23,95.77,611.39,177638
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_180,128,173.93,106.87,138.23,0.3543,0.0,0.6661,62.31,95.98,403.29,179632
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_180,2048,173.93,1409.63,1220.25,0.0,0.0974,0.5441,60.96,108.36,683.14,146752
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_180,256,173.93,214.07,276.5,0.0001,0.0001,0.6697,61.33,94.43,421.19,180609
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_180,32,173.93,26.8,34.3,0.8083,0.0,0.6463,64.11,97.27,337.62,174295
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_180,512,173.93,426.87,540.41,0.0,0.0006,0.6786,61.23,95.94,585.85,183021
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_180,64,173.93,53.38,68.84,0.681,0.0,0.6532,62.58,95.25,331.57,176165
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_270,1024,92.21,335.59,760.3,0.0309,0.0191,0.8123,56.02,92.48,420.86,219072
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_270,128,92.21,53.05,181.71,0.8397,0.0,0.6184,53.12,90.73,418.14,166765
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_270,2048,92.21,546.02,1008.06,0.0012,0.0484,0.8365,57.16,92.73,299.36,225587
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_270,256,92.21,103.58,334.49,0.7867,0.0026,0.6474,51.58,87.94,394.01,174586
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_270,32,92.21,13.59,45.54,0.9257,0.0,0.4932,56.59,97.78,357.42,133006
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_270,512,92.21,190.98,519.27,0.5591,0.0069,0.6538,53.73,92.18,484.63,176332
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_270,64,92.21,26.75,91.26,0.8787,0.0,0.5573,56.17,93.97,374.16,150298
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_30,1024,23.15,2423.08,1570.52,0.0,0.3854,0.8243,66.31,109.51,526.26,222306
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_30,128,23.15,817.09,1140.25,0.0985,0.0603,0.9014,61.67,97.18,870.84,243102
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_30,2048,23.15,2964.2,1427.51,0.0,0.554,0.6047,98.63,168.82,1014.26,163074
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_30,256,23.15,1257.61,1380.93,0.0082,0.131,0.9039,56.38,88.36,825.7,243778
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_30,32,23.15,226.15,356.29,0.3535,0.0,0.8833,64.6,103.27,873.88,238207
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_30,512,23.15,1812.77,1536.5,0.0,0.2289,0.9042,54.4,84.23,355.89,243846
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_30,64,23.15,449.89,704.47,0.2291,0.0004,0.8862,65.3,102.68,880.29,239007
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_350,1024,10.98,2804.97,1392.15,0.0,0.4485,0.8462,67.83,117.73,887.71,228213
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_350,128,10.98,909.28,1126.58,0.0265,0.0525,0.8834,74.24,119.59,931.72,238238
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_350,2048,10.98,3393.69,1095.22,0.0,0.6519,0.5188,108.4,199.34,1113.36,139903
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_350,256,10.98,1432.23,1367.05,0.0,0.1432,0.9044,67.41,106.88,932.89,243904
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_350,32,10.98,237.4,323.59,0.2351,0.0008,0.8536,74.48,122.88,931.2,230196
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_350,512,10.98,2081.61,1460.89,0.0,0.2609,0.9004,62.11,98.88,905.19,242833
Terrain12_OldCrater,PosB_4000_Loff,PosB,4000,Loff,Sun_350,64,10.98,470.36,612.94,0.0849,0.001,0.8709,76.42,122.87,944.73,234887
Terrain12_OldCrater,PosB_4000_Lon,PosB,4000,Lon,NoSun,1024,,60.13,90.18,0.6681,0.0,0.3073,84.23,170.72,895.09,82877
Terrain12_OldCrater,PosB_4000_Lon,PosB,4000,Lon,NoSun,128,,7.89,11.23,0.9685,0.0,0.0585,,,,15773
Terrain12_OldCrater,PosB_4000_Lon,PosB,4000,Lon,NoSun,2048,,120.12,180.57,0.4801,0.0,0.3754,82.37,176.96,897.77,101236
